Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue
Hospital 1304,District 34,Instrument 4,171
Hospital 1304,District 39,Instrument 7,1989
Hospital 1304,District 4,Instrument 2,138
Hospital 1304,District 8,Instrument 2,5160
Hospital 1305,District 50,Instrument 2,239851
Hospital 1305,District 50,Instrument 3,123017
Hospital 1306,District 13,Instrument 2,60704
Hospital 1306,District 13,Instrument 3,7452
Hospital 1306,District 13,Instrument 4,12078
Hospital 1306,District 20,Instrument 2,8924
Hospital 1306,District 20,Instrument 3,1532
Hospital 1306,District 28,Instrument 3,5058
Hospital 1306,District 50,Instrument 2,30333
Hospital 1306,District 50,Instrument 3,4630
Hospital 1307,District 13,Instrument 2,116268
Hospital 1307,District 13,Instrument 3,53226
Hospital 1307,District 13,Instrument 5,148113
Hospital 1307,District 15,Instrument 2,15120
Hospital 1307,District 28,Instrument 2,31008
Hospital 1307,District 28,Instrument 3,32928
Hospital 1307,District 34,Instrument 2,3264
Hospital 1307,District 34,Instrument 3,252
Hospital 1307,District 34,Instrument 7,1470
Hospital 1307,District 44,Instrument 2,172200
Hospital 1307,District 44,Instrument 3,59400
Hospital 1308,District 29,Instrument 4,63648
Hospital 131,District 13,Instrument 2,154299
Hospital 131,District 13,Instrument 3,72243
Hospital 131,District 13,Instrument 4,15660
Hospital 131,District 20,Instrument 2,3977
Hospital 131,District 20,Instrument 3,34911
Hospital 131,District 28,Instrument 2,84000
Hospital 131,District 28,Instrument 3,32034
Hospital 131,District 28,Instrument 4,9000
Hospital 1312,District 13,Instrument 2,122604
Hospital 1312,District 13,Instrument 3,77940
Hospital 1312,District 13,Instrument 5,31056
Hospital 1313,District 34,Instrument 2,2280
Hospital 1313,District 34,Instrument 3,1380
Hospital 1314,District 13,Instrument 2,1010
Hospital 1314,District 13,Instrument 3,8770
Hospital 1314,District 13,Instrument 5,300
Hospital 1314,District 15,Instrument 2,13860
Hospital 1314,District 34,Instrument 2,576
Hospital 1314,District 34,Instrument 3,396
Hospital 1314,District 34,Instrument 5,4320
Hospital 1314,District 39,Instrument 2,5036
Hospital 1314,District 50,Instrument 2,33639
Hospital 1314,District 50,Instrument 3,39896
Hospital 1315,District 20,Instrument 2,6830
Hospital 1315,District 20,Instrument 3,5030
Hospital 1317,District 13,Instrument 3,68271
Hospital 1317,District 13,Instrument 5,7530
Hospital 1317,District 20,Instrument 2,4608
Hospital 1317,District 34,Instrument 2,6930
Hospital 1317,District 34,Instrument 3,2910
Hospital 1317,District 41,Instrument 2,3024
Hospital 1317,District 41,Instrument 3,6630
Hospital 1317,District 44,Instrument 3,11880
Hospital 1317,District 50,Instrument 2,31123
Hospital 1317,District 50,Instrument 3,17537
Hospital 1318,District 15,Instrument 2,2520
Hospital 1318,District 20,Instrument 3,5550
Hospital 1318,District 32,Instrument 5,1680
Hospital 1318,District 34,Instrument 2,6198
Hospital 1318,District 34,Instrument 3,4800
Hospital 1318,District 34,Instrument 7,2400
Hospital 1318,District 41,Instrument 2,1440
Hospital 1318,District 41,Instrument 3,9450
Hospital 1319,District 34,Instrument 2,62064
Hospital 1319,District 34,Instrument 3,9783
Hospital 1319,District 34,Instrument 4,150
Hospital 1319,District 34,Instrument 5,3462
Hospital 1319,District 34,Instrument 7,7866
Hospital 1319,District 34,Instrument 8,630
Hospital 1320,District 20,Instrument 2,39420
Hospital 1320,District 20,Instrument 3,10203
Hospital 1320,District 34,Instrument 3,1380
Hospital 1320,District 34,Instrument 7,1110
Hospital 1322,District 13,Instrument 2,186725
Hospital 1322,District 13,Instrument 3,20940
Hospital 1322,District 13,Instrument 4,1015
Hospital 1322,District 13,Instrument 5,219138
Hospital 1323,District 13,Instrument 2,2934
Hospital 1323,District 13,Instrument 3,516
Hospital 1323,District 13,Instrument 5,9259
Hospital 1323,District 20,Instrument 2,1254
Hospital 1323,District 20,Instrument 3,3585
Hospital 1323,District 50,Instrument 2,2700
Hospital 1324,District 20,Instrument 2,133272
Hospital 1324,District 20,Instrument 3,64627
Hospital 1324,District 20,Instrument 7,39361
Hospital 1324,District 34,Instrument 2,180
Hospital 1324,District 34,Instrument 4,168
Hospital 1324,District 41,Instrument 2,1560
Hospital 1324,District 41,Instrument 3,240
Hospital 1326,District 13,Instrument 2,288
Hospital 1326,District 13,Instrument 3,5184
Hospital 1328,District 12,Instrument 2,793500
Hospital 1328,District 12,Instrument 3,279000
Hospital 1328,District 13,Instrument 3,29358
Hospital 1328,District 13,Instrument 4,990
Hospital 1328,District 13,Instrument 5,9636
Hospital 1328,District 18,Instrument 2,8806
Hospital 1328,District 18,Instrument 7,8913
Hospital 1328,District 2,Instrument 2,18407
Hospital 1328,District 20,Instrument 2,122040
Hospital 1328,District 20,Instrument 3,26625
Hospital 1328,District 32,Instrument 2,10104
Hospital 1328,District 32,Instrument 3,600
Hospital 1328,District 34,Instrument 2,4536
Hospital 1328,District 34,Instrument 3,2508
Hospital 1328,District 34,Instrument 4,3930
Hospital 1328,District 34,Instrument 5,7200
Hospital 1328,District 34,Instrument 7,189751
Hospital 1328,District 34,Instrument 8,11514
Hospital 1329,District 12,Instrument 2,666000
Hospital 1329,District 17,Instrument 2,10404
Hospital 1329,District 17,Instrument 3,6000
Hospital 1329,District 17,Instrument 4,960
Hospital 1329,District 18,Instrument 7,2214
Hospital 1329,District 19,Instrument 2,22512
Hospital 1329,District 20,Instrument 2,336138
Hospital 1329,District 20,Instrument 3,161859
Hospital 1329,District 20,Instrument 7,161957
Hospital 1329,District 20,Instrument 8,452
Hospital 1329,District 23,Instrument 2,3240
Hospital 1329,District 30,Instrument 2,59367
Hospital 1329,District 34,Instrument 2,21120
Hospital 1329,District 34,Instrument 3,600
Hospital 1329,District 34,Instrument 4,2142
Hospital 1329,District 34,Instrument 5,37230
Hospital 1329,District 4,Instrument 2,118469
Hospital 1329,District 41,Instrument 2,53130
Hospital 1329,District 41,Instrument 3,28094
Hospital 1329,District 41,Instrument 5,31530
Hospital 1329,District 43,Instrument 2,258082
Hospital 1329,District 48,Instrument 2,13266
Hospital 1329,District 50,Instrument 2,256885
Hospital 1329,District 50,Instrument 3,96057
Hospital 1329,District 50,Instrument 5,2276879
Hospital 133,District 20,Instrument 2,402
Hospital 133,District 28,Instrument 2,34800
Hospital 1330,District 20,Instrument 2,2067
Hospital 1330,District 20,Instrument 3,794
Hospital 1330,District 39,Instrument 2,7886
Hospital 1330,District 50,Instrument 3,296
Hospital 1331,District 20,Instrument 2,28223
Hospital 1331,District 20,Instrument 3,19176
Hospital 1331,District 20,Instrument 7,63600
Hospital 1332,District 13,Instrument 2,122991
Hospital 1332,District 13,Instrument 3,28223
Hospital 1332,District 13,Instrument 5,7530
Hospital 1332,District 18,Instrument 2,5866
Hospital 1332,District 20,Instrument 2,134232
Hospital 1332,District 20,Instrument 3,117168
Hospital 1332,District 20,Instrument 7,60000
Hospital 1332,District 28,Instrument 2,9475
Hospital 1332,District 28,Instrument 3,1793
Hospital 1332,District 32,Instrument 2,70182
Hospital 1332,District 32,Instrument 3,31392
Hospital 1332,District 32,Instrument 5,1620
Hospital 1332,District 34,Instrument 2,3492
Hospital 1332,District 34,Instrument 3,1044
Hospital 1332,District 4,Instrument 2,361841
Hospital 1332,District 41,Instrument 2,2898
Hospital 1332,District 41,Instrument 3,1875
Hospital 1332,District 5,Instrument 2,15844
Hospital 1332,District 50,Instrument 2,18771
Hospital 1332,District 50,Instrument 3,24705
Hospital 1333,District 34,Instrument 2,3232
Hospital 1333,District 34,Instrument 3,2568
Hospital 1333,District 34,Instrument 4,1044
Hospital 1333,District 34,Instrument 7,5880
Hospital 1334,District 13,Instrument 5,34014
Hospital 1335,District 20,Instrument 2,1607
Hospital 1335,District 20,Instrument 3,2206
Hospital 1335,District 28,Instrument 2,1422
Hospital 1335,District 28,Instrument 4,270
Hospital 1336,District 12,Instrument 2,206658
Hospital 1336,District 13,Instrument 2,67740
Hospital 1336,District 13,Instrument 3,9000
Hospital 1336,District 13,Instrument 5,180666
Hospital 1336,District 20,Instrument 2,11655
Hospital 1336,District 20,Instrument 3,17297
Hospital 1336,District 28,Instrument 2,31590
Hospital 1336,District 28,Instrument 3,14040
Hospital 1336,District 28,Instrument 5,12000
Hospital 1336,District 32,Instrument 2,9075
Hospital 1336,District 32,Instrument 3,288
Hospital 1336,District 34,Instrument 2,15090
Hospital 1336,District 34,Instrument 3,1926
Hospital 1336,District 41,Instrument 3,26300
Hospital 1336,District 50,Instrument 2,18043
Hospital 1336,District 50,Instrument 3,236458
Hospital 1338,District 39,Instrument 2,4718
Hospital 1338,District 39,Instrument 7,731
Hospital 134,District 39,Instrument 7,13490
Hospital 1341,District 34,Instrument 2,5736
Hospital 1341,District 34,Instrument 3,726
Hospital 1341,District 34,Instrument 5,282
Hospital 1343,District 34,Instrument 2,5436
Hospital 1343,District 34,Instrument 3,869
Hospital 1343,District 41,Instrument 3,36639
Hospital 1344,District 13,Instrument 2,1200
Hospital 1344,District 20,Instrument 3,552
Hospital 1344,District 50,Instrument 2,54663
Hospital 1344,District 50,Instrument 3,19033
Hospital 1346,District 13,Instrument 2,42252
Hospital 1346,District 13,Instrument 3,59520
Hospital 1346,District 13,Instrument 4,34500
Hospital 1346,District 13,Instrument 5,135720
Hospital 1346,District 19,Instrument 2,1584
Hospital 1346,District 20,Instrument 2,8065
Hospital 1346,District 20,Instrument 3,1891
Hospital 1346,District 20,Instrument 7,702
Hospital 1346,District 28,Instrument 2,29394
Hospital 1346,District 28,Instrument 3,25799
Hospital 1346,District 39,Instrument 2,32771
Hospital 1346,District 41,Instrument 2,3240
Hospital 1346,District 41,Instrument 3,4740
Hospital 1346,District 50,Instrument 2,20100
Hospital 1346,District 50,Instrument 3,10320
Hospital 1346,District 50,Instrument 5,7610
Hospital 1346,District 50,Instrument 7,72829
Hospital 1346,District 8,Instrument 2,11550
Hospital 1348,District 2,Instrument 2,76535
Hospital 1348,District 2,Instrument 3,7087
Hospital 1348,District 20,Instrument 2,163068
Hospital 1348,District 20,Instrument 3,59550
Hospital 1348,District 20,Instrument 7,72977
Hospital 1348,District 32,Instrument 2,21600
Hospital 1349,District 20,Instrument 2,8035
Hospital 1349,District 20,Instrument 3,8824
Hospital 135,District 12,Instrument 2,66120
Hospital 135,District 13,Instrument 2,292868
Hospital 135,District 13,Instrument 3,18809
Hospital 135,District 13,Instrument 4,720
Hospital 135,District 20,Instrument 2,402
Hospital 135,District 20,Instrument 3,8049
Hospital 135,District 39,Instrument 7,4533
Hospital 135,District 41,Instrument 2,25560
Hospital 135,District 41,Instrument 3,12270
Hospital 135,District 50,Instrument 2,140520
Hospital 135,District 50,Instrument 5,27891
Hospital 135,District 8,Instrument 2,6480
Hospital 1350,District 39,Instrument 2,906
Hospital 1350,District 39,Instrument 7,36689
Hospital 1350,District 50,Instrument 2,1500
Hospital 1351,District 18,Instrument 7,12743
Hospital 1351,District 21,Instrument 7,216750
Hospital 1351,District 39,Instrument 2,426
Hospital 1351,District 51,Instrument 2,37800
Hospital 1351,District 51,Instrument 3,6300
Hospital 1351,No District Available,Instrument 13,298190
Hospital 1351,No District Available,Instrument 7,460321
Hospital 1353,District 15,Instrument 2,7200
Hospital 1353,District 20,Instrument 2,50544
Hospital 1353,District 20,Instrument 3,8118
Hospital 1353,District 28,Instrument 2,5565
Hospital 1353,District 28,Instrument 3,20566
Hospital 1353,District 34,Instrument 2,1359
Hospital 1353,District 34,Instrument 3,1044
Hospital 1353,District 8,Instrument 2,7638
Hospital 1354,District 41,Instrument 2,720
Hospital 1358,District 39,Instrument 4,372
Hospital 136,District 12,Instrument 2,264795
Hospital 136,District 12,Instrument 3,102150
Hospital 136,District 13,Instrument 2,205043
Hospital 136,District 13,Instrument 3,206543
Hospital 136,District 13,Instrument 4,49800
Hospital 136,District 13,Instrument 5,1273025
Hospital 136,District 15,Instrument 2,2760
Hospital 136,District 15,Instrument 3,120
Hospital 136,District 18,Instrument 7,4838
Hospital 136,District 20,Instrument 2,255719
Hospital 136,District 20,Instrument 3,262548
Hospital 136,District 34,Instrument 2,48000
Hospital 136,District 34,Instrument 3,2370
Hospital 136,District 34,Instrument 4,8502
Hospital 136,District 34,Instrument 5,24132
Hospital 1360,District 13,Instrument 2,84726
Hospital 1360,District 13,Instrument 3,35928
Hospital 1360,District 20,Instrument 2,402
Hospital 1360,District 32,Instrument 2,4680
Hospital 1360,District 32,Instrument 3,606
Hospital 1360,District 32,Instrument 5,1980
Hospital 1360,District 39,Instrument 2,7602
Hospital 1360,District 41,Instrument 2,11100
Hospital 1360,District 41,Instrument 3,7278
Hospital 1360,District 41,Instrument 5,4465
Hospital 1360,District 50,Instrument 3,881
Hospital 1360,District 8,Instrument 2,43920
Hospital 1362,District 13,Instrument 2,1503
Hospital 1362,District 39,Instrument 2,45000
Hospital 1362,District 39,Instrument 7,5330
Hospital 1362,District 8,Instrument 2,4530
Hospital 1366,District 20,Instrument 2,429123
Hospital 1366,District 20,Instrument 3,118815
Hospital 1366,District 50,Instrument 2,22251
Hospital 1366,District 50,Instrument 3,10795
Hospital 1366,District 50,Instrument 5,37740
Hospital 1366,District 50,Instrument 7,15240
Hospital 1367,District 13,Instrument 5,2934
Hospital 1367,District 50,Instrument 2,12171
Hospital 1368,District 34,Instrument 2,900
Hospital 1368,District 34,Instrument 3,552
Hospital 1368,District 34,Instrument 4,336
Hospital 1369,District 3,Instrument 2,19200
Hospital 1369,District 34,Instrument 2,58872
Hospital 1369,District 34,Instrument 3,13557
Hospital 1369,District 34,Instrument 4,504
Hospital 1369,District 34,Instrument 5,12000
Hospital 1369,District 34,Instrument 7,3360
Hospital 1369,District 36,Instrument 2,21600
Hospital 137,District 13,Instrument 2,3384
Hospital 137,District 20,Instrument 2,240
Hospital 137,District 20,Instrument 3,2009
Hospital 137,District 28,Instrument 2,9090
Hospital 137,District 28,Instrument 3,1320
Hospital 137,District 29,Instrument 2,45667
Hospital 137,District 29,Instrument 3,73824
Hospital 137,District 29,Instrument 4,33758
Hospital 137,District 29,Instrument 5,13249
Hospital 137,District 41,Instrument 2,14520
Hospital 137,District 41,Instrument 3,23424
Hospital 137,District 41,Instrument 5,58800
Hospital 137,District 50,Instrument 2,154363
Hospital 1370,District 20,Instrument 3,252
Hospital 1370,District 28,Instrument 2,6948
Hospital 1370,District 28,Instrument 3,9468
Hospital 1370,District 41,Instrument 2,23820
Hospital 1370,District 41,Instrument 3,42876
Hospital 1370,District 41,Instrument 5,5100
Hospital 1371,District 28,Instrument 2,12431
Hospital 1371,District 39,Instrument 2,1375
Hospital 1372,District 13,Instrument 2,3600
Hospital 1372,District 13,Instrument 5,34590
Hospital 1372,District 20,Instrument 2,17400
Hospital 1372,District 20,Instrument 3,6058
Hospital 1372,District 34,Instrument 2,4896
Hospital 1372,District 34,Instrument 3,3076
Hospital 1372,District 34,Instrument 4,240
Hospital 1372,District 34,Instrument 5,5730
Hospital 1372,District 34,Instrument 7,7470
Hospital 1372,District 50,Instrument 2,4678
Hospital 1372,District 50,Instrument 3,452
Hospital 1373,District 13,Instrument 2,49535
Hospital 1374,District 13,Instrument 2,187920
Hospital 1374,District 13,Instrument 3,72498
Hospital 1374,District 13,Instrument 4,59160
