Hospital_ID,District_ID,Hospital_employees
Hospital 1391,District 40,4
Hospital 1391,District 40,4
Hospital 1391,District 41,3
Hospital 1391,District 43,5
Hospital 1391,District 49,4
Hospital 1391,District 53,1123
Hospital 1391,District 6,2
Hospital 1391,District 7,2
Hospital 1391,District 8,2
Hospital 1391,District 9,1
Hospital 1392,District 12,27
Hospital 1392,District 13,1383
Hospital 1392,District 16,119
Hospital 1392,District 17,1258
Hospital 1392,District 18,815
Hospital 1392,District 20,91
Hospital 1392,District 23,268
Hospital 1392,District 25,1622
Hospital 1392,District 3,461
Hospital 1392,District 31,1500
Hospital 1392,District 35,4
Hospital 1392,District 37,571
Hospital 1392,District 40,61
Hospital 1392,District 41,297
Hospital 1392,District 43,93
Hospital 1392,District 44,4
Hospital 1392,District 45,925
Hospital 1392,District 46,1674
Hospital 1392,District 53,1219
Hospital 1392,District 7,2
Hospital 1392,District 8,629
Hospital 1392,District 9,238
Hospital 1393,District 10,2
Hospital 1393,District 12,1020
Hospital 1393,District 13,757
Hospital 1393,District 15,24
Hospital 1393,District 16,1149
Hospital 1393,District 17,326
Hospital 1393,District 18,2461
Hospital 1393,District 19,49
Hospital 1393,District 2,102
Hospital 1393,District 20,341
Hospital 1393,District 23,59
Hospital 1393,District 25,49
Hospital 1393,District 26,3
Hospital 1393,District 28,182
Hospital 1393,District 3,212
Hospital 1393,District 30,210
Hospital 1393,District 31,19
Hospital 1393,District 32,382
Hospital 1393,District 35,58
Hospital 1393,District 37,314
Hospital 1393,District 39,34
Hospital 1393,District 4,328
Hospital 1393,District 40,392
Hospital 1393,District 41,437
Hospital 1393,District 43,231
Hospital 1393,District 44,1944
Hospital 1393,District 45,126
Hospital 1393,District 46,43
Hospital 1393,District 48,183
Hospital 1393,District 49,237
Hospital 1393,District 53,24180
Hospital 1393,District 6,31
Hospital 1393,District 8,1907
Hospital 1393,District 9,19
Hospital 1394,District 12,382
Hospital 1394,District 13,107
Hospital 1394,District 19,3
Hospital 1394,District 19,3
Hospital 1394,District 20,102
Hospital 1394,District 28,94
Hospital 1394,District 3,34
Hospital 1394,District 30,35
Hospital 1394,District 32,47
Hospital 1394,District 4,153
Hospital 1394,District 41,304
Hospital 1394,District 43,27
Hospital 1394,District 44,104
Hospital 1394,District 53,1879
Hospital 1394,District 6,118
Hospital 1394,District 8,113
Hospital 1394,District 9,19
Hospital 1395,District 12,548
Hospital 1395,District 16,50
Hospital 1395,District 17,1
Hospital 1395,District 2,61
Hospital 1395,District 20,12
Hospital 1395,District 28,15
Hospital 1395,District 30,7
Hospital 1395,District 35,39
Hospital 1395,District 41,1
Hospital 1395,District 43,23
Hospital 1395,District 44,34
Hospital 1395,District 45,24
Hospital 1395,District 46,8
Hospital 1395,District 53,6298
Hospital 1395,District 6,1182
Hospital 1396,District 12,1197
Hospital 1396,District 13,61
Hospital 1396,District 15,14
Hospital 1396,District 17,1
Hospital 1396,District 2,91
Hospital 1396,District 20,630
Hospital 1396,District 25,132
Hospital 1396,District 28,224
Hospital 1396,District 30,617
Hospital 1396,District 32,1
Hospital 1396,District 33,888
Hospital 1396,District 35,37
Hospital 1396,District 37,50
Hospital 1396,District 39,25
Hospital 1396,District 4,25
Hospital 1396,District 40,21
Hospital 1396,District 40,21
Hospital 1396,District 41,97
Hospital 1396,District 44,54
Hospital 1396,District 5,24
Hospital 1396,District 53,1289
Hospital 1396,District 6,18
Hospital 1397,District 13,18
Hospital 1397,District 2,7
Hospital 1397,District 20,390
Hospital 1397,District 28,38
Hospital 1397,District 32,1
Hospital 1397,District 41,6
Hospital 1397,District 44,3
Hospital 1397,District 53,11
Hospital 1398,District 53,450
Hospital 1399,District 13,32
Hospital 1399,District 16,209
Hospital 1399,District 23,1
Hospital 1399,District 29,2
Hospital 1399,District 4,3
Hospital 1399,District 43,6
Hospital 1399,District 45,4
Hospital 1399,District 53,2114
Hospital 14,District 13,285
Hospital 14,District 15,21
Hospital 14,District 16,53
Hospital 14,District 2,111
Hospital 14,District 20,249
Hospital 14,District 30,4
Hospital 14,District 32,546
Hospital 14,District 34,6
Hospital 14,District 38,5
Hospital 14,District 4,5
Hospital 14,District 40,7
Hospital 14,District 41,10950
Hospital 14,District 44,3
Hospital 14,District 48,9
Hospital 14,District 49,1
Hospital 14,District 53,95
Hospital 14,District 6,13
Hospital 140,District 10,75
Hospital 140,District 10,75
Hospital 140,District 12,720
Hospital 140,District 13,135
Hospital 140,District 14,20
Hospital 140,District 16,35
Hospital 140,District 17,55
Hospital 140,District 18,864
Hospital 140,District 19,51
Hospital 140,District 19,51
Hospital 140,District 2,156
Hospital 140,District 20,416
Hospital 140,District 25,96
Hospital 140,District 26,3
Hospital 140,District 28,231
Hospital 140,District 29,13
Hospital 140,District 3,59
Hospital 140,District 30,44
Hospital 140,District 31,183
Hospital 140,District 32,143
Hospital 140,District 35,150
Hospital 140,District 37,34
Hospital 140,District 39,125
Hospital 140,District 40,155
Hospital 140,District 40,155
Hospital 140,District 41,458
Hospital 140,District 43,49
Hospital 140,District 44,200
Hospital 140,District 45,54
Hospital 140,District 45,54
Hospital 140,District 46,2
Hospital 140,District 48,136
Hospital 140,District 49,45
Hospital 140,District 5,38
Hospital 140,District 53,12545
Hospital 140,District 6,1203
Hospital 140,District 8,65
Hospital 140,District 9,38
Hospital 1400,District 17,6
Hospital 1400,District 2,2
Hospital 1400,District 28,1
Hospital 1400,District 30,65
Hospital 1400,District 32,85
Hospital 1400,District 41,3265
Hospital 1400,District 48,118
Hospital 1401,District 13,210
Hospital 1401,District 16,40
Hospital 1401,District 18,2
Hospital 1401,District 20,3
Hospital 1401,District 28,597
Hospital 1401,District 35,1
Hospital 1401,District 37,56
Hospital 1401,District 40,4
Hospital 1401,District 45,59
Hospital 1401,District 46,251
Hospital 1401,District 53,754
Hospital 1402,District 35,40
Hospital 1402,District 48,5186
Hospital 1403,District 12,76
Hospital 1403,District 13,88
Hospital 1403,District 20,39
Hospital 1403,District 23,1
Hospital 1403,District 25,576
Hospital 1403,District 26,8
Hospital 1403,District 28,2
Hospital 1403,District 28,16
Hospital 1403,District 3,1
Hospital 1403,District 37,3
Hospital 1403,District 41,31
Hospital 1403,District 53,3768
Hospital 1403,District 6,711
Hospital 1403,District 8,547
Hospital 1404,District 1,138
Hospital 1404,District 10,150
Hospital 1404,District 10,150
Hospital 1404,District 12,2231
Hospital 1404,District 13,3
Hospital 1404,District 15,524
Hospital 1404,District 16,1
Hospital 1404,District 18,2
Hospital 1404,District 19,2
Hospital 1404,District 19,2
Hospital 1404,District 20,1061
Hospital 1404,District 23,1
Hospital 1404,District 3,34
Hospital 1404,District 30,112
Hospital 1404,District 31,9506
Hospital 1404,District 32,717
Hospital 1404,District 34,152
Hospital 1404,District 35,2
Hospital 1404,District 37,18
Hospital 1404,District 39,2
Hospital 1404,District 41,655
Hospital 1404,District 43,30
Hospital 1404,District 44,8451
Hospital 1404,District 53,7992
Hospital 1404,District 6,310
Hospital 1404,District 8,106
Hospital 1405,District 2,2
Hospital 1405,District 20,1252
Hospital 1405,District 23,1
Hospital 1405,District 25,3
Hospital 1405,District 28,1
Hospital 1405,District 30,9
Hospital 1405,District 32,3
Hospital 1405,District 34,11
Hospital 1405,District 35,1
Hospital 1405,District 37,2
Hospital 1405,District 44,3
Hospital 1405,District 53,3215
Hospital 1405,District 6,114
Hospital 1405,District 9,11
Hospital 1406,District 13,26140
Hospital 1406,District 16,7
Hospital 1406,District 17,1198
Hospital 1406,District 20,1085
Hospital 1406,District 23,5
Hospital 1406,District 28,76
Hospital 1406,District 3,828
Hospital 1406,District 30,5
Hospital 1406,District 32,2
Hospital 1406,District 35,1361
Hospital 1406,District 38,1341
Hospital 1406,District 4,3
Hospital 1406,District 44,1127
Hospital 1406,District 49,209
Hospital 1406,District 53,1
Hospital 1406,District 8,951
Hospital 1407,District 12,191
Hospital 1407,District 13,142
Hospital 1407,District 16,32
Hospital 1407,District 17,16
Hospital 1407,District 18,166
Hospital 1407,District 20,84
Hospital 1407,District 23,1
Hospital 1407,District 29,4
Hospital 1407,District 3,4
Hospital 1407,District 30,49
Hospital 1407,District 32,33
Hospital 1407,District 35,12
Hospital 1407,District 4,147
Hospital 1407,District 40,31
Hospital 1407,District 40,31
Hospital 1407,District 41,909
Hospital 1407,District 43,51
Hospital 1407,District 46,101
Hospital 1407,District 48,310
Hospital 1407,District 49,123
Hospital 1407,District 53,4420
Hospital 1407,District 6,1250
Hospital 1407,District 8,283
Hospital 1407,District 9,8
Hospital 1408,District 10,98
Hospital 1408,District 12,73
Hospital 1408,District 16,55
Hospital 1408,District 29,55
Hospital 1408,District 39,30
Hospital 1408,District 4,10
Hospital 1408,District 45,30
Hospital 1408,District 53,1971
Hospital 1409,District 12,207
Hospital 1409,District 13,577
Hospital 1409,District 16,2
Hospital 1409,District 17,62
Hospital 1409,District 18,78
Hospital 1409,District 19,88
Hospital 1409,District 19,88
Hospital 1409,District 2,114
Hospital 1409,District 20,391
Hospital 1409,District 28,26
Hospital 1409,District 3,61
Hospital 1409,District 30,29
Hospital 1409,District 32,6
Hospital 1409,District 35,419
Hospital 1409,District 37,1
Hospital 1409,District 39,37
Hospital 1409,District 4,15
Hospital 1409,District 41,41
Hospital 1409,District 44,58
Hospital 1409,District 53,5739
Hospital 1409,District 6,11
Hospital 1409,District 8,40
Hospital 1409,District 9,18
Hospital 141,District 39,7
Hospital 1410,District 12,50
Hospital 1410,District 13,16
Hospital 1410,District 15,389
Hospital 1410,District 16,349
Hospital 1410,District 17,1141
Hospital 1410,District 18,1179
Hospital 1410,District 19,4876
Hospital 1410,District 19,4876
Hospital 1410,District 20,1
Hospital 1410,District 23,3
Hospital 1410,District 25,3245
Hospital 1410,District 28,1
Hospital 1410,District 35,14
Hospital 1410,District 40,961
Hospital 1410,District 40,961
Hospital 1410,District 41,2
Hospital 1410,District 44,94
Hospital 1410,District 46,1036
Hospital 1410,District 48,3865
Hospital 1410,District 53,383
Hospital 1410,District 8,7060
Hospital 1411,District 30,102
Hospital 1411,District 53,2826
Hospital 1412,District 12,1226
Hospital 1412,District 13,382
Hospital 1412,District 15,13
Hospital 1412,District 16,9
Hospital 1412,District 17,156
Hospital 1412,District 18,48
Hospital 1412,District 19,7
Hospital 1412,District 2,20
Hospital 1412,District 20,1167
Hospital 1412,District 21,400
Hospital 1412,District 25,83
Hospital 1412,District 28,272
Hospital 1412,District 29,9
Hospital 1412,District 3,34
Hospital 1412,District 30,139
Hospital 1412,District 31,29
Hospital 1412,District 32,47
Hospital 1412,District 34,11
Hospital 1412,District 35,317
Hospital 1412,District 36,36
Hospital 1412,District 37,45
Hospital 1412,District 38,2
Hospital 1412,District 39,439
Hospital 1412,District 4,36
Hospital 1412,District 41,268
Hospital 1412,District 43,499
Hospital 1412,District 44,5928
Hospital 1412,District 48,84
Hospital 1412,District 53,1382
Hospital 1412,District 6,63
Hospital 1412,District 8,25
Hospital 1412,District 9,56
Hospital 1413,District 12,509
Hospital 1413,District 12,509
Hospital 1413,District 13,443
Hospital 1413,District 13,443
Hospital 1413,District 15,1
Hospital 1413,District 15,1
Hospital 1413,District 16,4
Hospital 1413,District 16,4
Hospital 1413,District 17,1474
Hospital 1413,District 17,1474
Hospital 1413,District 18,344
Hospital 1413,District 18,344
Hospital 1413,District 19,125
Hospital 1413,District 19,125
Hospital 1413,District 20,187
Hospital 1413,District 20,187
Hospital 1413,District 23,1
Hospital 1413,District 23,1
Hospital 1413,District 28,311
Hospital 1413,District 28,311
Hospital 1413,District 3,46
Hospital 1413,District 3,46
Hospital 1413,District 30,11
Hospital 1413,District 30,11
Hospital 1413,District 32,48
Hospital 1413,District 32,48
Hospital 1413,District 34,38
Hospital 1413,District 34,38
Hospital 1413,District 35,42
Hospital 1413,District 35,42
Hospital 1413,District 37,3
Hospital 1413,District 37,3
Hospital 1413,District 38,9
Hospital 1413,District 38,9
Hospital 1413,District 4,54
Hospital 1413,District 4,54
Hospital 1413,District 41,554
Hospital 1413,District 41,554
Hospital 1413,District 43,1
Hospital 1413,District 43,1
Hospital 1413,District 44,6147
Hospital 1413,District 44,6147
Hospital 1413,District 48,27
Hospital 1413,District 48,27
Hospital 1413,District 5,20
Hospital 1413,District 5,20
Hospital 1413,District 53,11834
Hospital 1413,District 53,11834
Hospital 1413,District 6,303
Hospital 1413,District 6,303
Hospital 1413,District 8,380
Hospital 1413,District 8,380
Hospital 1414,District 12,148
Hospital 1414,District 13,96
Hospital 1414,District 16,155
Hospital 1414,District 17,3
Hospital 1414,District 18,52
Hospital 1414,District 19,5
Hospital 1414,District 19,5
Hospital 1414,District 2,4
Hospital 1414,District 20,1
Hospital 1414,District 23,1
Hospital 1414,District 25,2000
Hospital 1414,District 28,17
Hospital 1414,District 3,3
Hospital 1414,District 30,132
Hospital 1414,District 31,2093
Hospital 1414,District 32,1
Hospital 1414,District 35,3
Hospital 1414,District 37,556
Hospital 1414,District 40,111
Hospital 1414,District 40,111
Hospital 1414,District 41,6
Hospital 1414,District 43,14
Hospital 1414,District 44,2
Hospital 1414,District 48,42
Hospital 1414,District 53,8031
Hospital 1414,District 6,28
Hospital 1414,District 8,4
Hospital 1415,District 12,69
Hospital 1415,District 13,116
Hospital 1415,District 17,2
Hospital 1415,District 18,5
Hospital 1415,District 2,19
Hospital 1415,District 20,1
Hospital 1415,District 28,9
Hospital 1415,District 3,2
Hospital 1415,District 32,1
Hospital 1415,District 34,22
Hospital 1415,District 35,14
Hospital 1415,District 37,18
Hospital 1415,District 4,1
Hospital 1415,District 40,13
Hospital 1415,District 40,13
Hospital 1415,District 41,120
Hospital 1415,District 44,65
Hospital 1415,District 45,13
Hospital 1415,District 45,13
Hospital 1415,District 48,2
Hospital 1415,District 53,17215
Hospital 1415,District 6,1720
Hospital 1415,District 8,213
Hospital 1416,District 13,8
Hospital 1416,District 16,19
Hospital 1416,District 20,25
Hospital 1416,District 28,13
Hospital 1416,District 43,5
Hospital 1416,District 44,3
Hospital 1416,District 45,3
Hospital 1416,District 46,1247
Hospital 1416,District 53,21
Hospital 1417,District 12,12491
Hospital 1417,District 13,426
